anio,dim1,dim1_val,dim2,dim2_val,valor,grupo,cuadro,csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,989.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,72.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,118.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,75.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,361.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,74.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,34.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,40.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,76.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,84.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,61.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,61.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,39.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,74.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,77.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,153.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,66.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,105.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,46.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,46.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,42.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Mujer,80.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,33.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,10.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,3.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,3.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,3.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Ignorado,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,2365.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,575.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,62.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,94.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,134.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,296.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,96.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,26.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,14.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,71.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,84.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,55.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,51.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,44.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,58.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,47.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,124.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,157.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,136.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,64.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,44.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,44.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,Fallecidos,89.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,2021.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,500.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,55.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,81.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,116.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,243.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,92.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,20.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,10.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,57.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,66.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,47.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,41.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,39.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,52.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,41.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,106.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,141.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,112.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,55.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,35.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,33.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,79.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,327.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,70.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,7.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,13.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,17.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,51.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,4.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,5.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,4.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,13.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,16.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,8.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,9.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,4.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,6.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,6.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,18.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,15.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,23.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,9.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,9.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,11.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,9.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,17.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,5.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,6446.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,2593.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,149.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,278.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,156.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,942.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,172.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,71.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,52.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,176.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,163.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,146.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,113.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,87.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,132.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,118.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,296.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,142.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,206.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,98.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,112.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,82.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,162.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,2445.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,918.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,65.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,105.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,58.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,310.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,70.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,29.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,36.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,63.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,68.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,53.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,52.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,35.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,68.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,71.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,135.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,51.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,82.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,37.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,37.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,31.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,71.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,16.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,5.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,3.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,2.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,1.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
2024,cuadro 30,cuadro 30,Categoria,,0.0,victimas,30,PRPNC24_cuadro_30.csv
